ID,Time,Value_1,Mask_1,Cov
0.0,0.0,1.015053629875183,1.0,0.0
0.0,0.023286044597625732,1.0837171077728271,1.0,0.0
0.0,0.06440013647079468,1.2039576768875122,1.0,0.0
0.0,0.10509312152862549,1.3202377557754517,1.0,0.0
0.0,0.12211203575134277,1.3676600456237793,1.0,0.0
0.0,0.15717089176177979,1.4624162912368774,1.0,0.0
0.0,0.2602919936180115,1.7098426818847656,1.0,0.0
0.0,0.4060375690460205,1.9464478492736816,1.0,0.0
0.0,0.43840140104293823,1.9769158363342285,1.0,0.0
0.0,0.5333289504051208,2.0150489807128906,1.0,0.0
0.0,0.5448737740516663,2.014364242553711,1.0,0.0
0.0,0.5525270104408264,2.013270854949951,1.0,0.0
0.0,0.5895766615867615,2.000797748565674,1.0,0.0
0.0,0.645674467086792,1.959594964981079,1.0,0.0
0.0,0.7119610905647278,1.8777523040771484,1.0,0.0
0.0,0.7271674275398254,1.8541978597640991,1.0,0.0
0.0,0.8196926116943359,1.6764390468597412,1.0,0.0
0.0,0.8566299080848694,1.5909185409545898,1.0,0.0
0.0,0.865456759929657,1.5694301128387451,1.0,0.0
0.0,0.8967632055282593,1.4902853965759277,1.0,0.0
0.0,0.9381866455078125,1.3794516324996948,1.0,0.0
0.0,0.970538854598999,1.2890195846557617,1.0,0.0
0.0,0.9733772277832031,1.2809544801712036,1.0,0.0
0.0,1.0617032051086426,1.0235401391983032,1.0,0.0
0.0,1.0708171129226685,0.9966460466384888,1.0,0.0
0.0,1.081141471862793,0.9661971926689148,1.0,0.0
0.0,1.084253191947937,0.9570276737213135,1.0,0.0
0.0,1.2058258056640625,0.6101974248886108,1.0,0.0
0.0,1.2073121070861816,0.6061906814575195,1.0,0.0
0.0,1.2202990055084229,0.5715246200561523,1.0,0.0
0.0,1.2232410907745361,0.5637598633766174,1.0,0.0
0.0,1.4196652173995972,0.14869433641433716,1.0,0.0
0.0,1.5488061904907227,0.025095105171203613,1.0,0.0
0.0,1.5582571029663086,0.021538197994232178,1.0,0.0
0.0,1.5671920776367188,0.01888597011566162,1.0,0.0
0.0,1.6009223461151123,0.015125155448913574,1.0,0.0
0.0,1.6675868034362793,0.036750614643096924,1.0,0.0
0.0,1.7262277603149414,0.08703619241714478,1.0,0.0
0.0,1.8434232473373413,0.26827239990234375,1.0,0.0
0.0,1.9129860401153564,0.4195215702056885,1.0,0.0
0.0,1.9309988021850586,0.4630444049835205,1.0,0.0
0.0,2.107731342315674,0.9518649578094482,1.0,0.0
0.0,2.1682071685791016,1.130033254623413,1.0,0.0
0.0,2.215363025665283,1.2667109966278076,1.0,0.0
0.0,2.251582145690918,1.3685216903686523,1.0,0.0
0.0,2.344632387161255,1.6089303493499756,1.0,0.0
0.0,2.350036144256592,1.6216840744018555,1.0,0.0
0.0,2.3996593952178955,1.7311923503875732,1.0,0.0
0.0,2.407224416732788,1.7465941905975342,1.0,0.0
0.0,2.466846466064453,1.8546416759490967,1.0,0.0
0.0,2.473196506500244,1.864673376083374,1.0,0.0
0.0,2.4747657775878906,1.867106556892395,1.0,0.0
0.0,2.595010757446289,1.9958961009979248,1.0,0.0
0.0,2.610647201538086,2.0038375854492188,1.0,0.0
0.0,2.718679428100586,2.0008251667022705,1.0,0.0
0.0,2.7475152015686035,1.9829720258712769,1.0,0.0
0.0,2.7514986991882324,1.9799516201019287,1.0,0.0
0.0,2.859002113342285,1.849876046180725,1.0,0.0
0.0,2.9323232173919678,1.7122209072113037,1.0,0.0
0.0,2.9498543739318848,1.67421555519104,1.0,0.0
0.0,3.0742833614349365,1.3603094816207886,1.0,0.0
0.0,3.0844762325286865,1.3319282531738281,1.0,0.0
0.0,3.12136173248291,1.2270164489746094,1.0,0.0
0.0,3.129887819290161,1.2023628950119019,1.0,0.0
0.0,3.1348319053649902,1.1880114078521729,1.0,0.0
0.0,3.208395481109619,0.9718112945556641,1.0,0.0
0.0,3.2919130325317383,0.7293719053268433,1.0,0.0
0.0,3.3039517402648926,0.6955136656761169,1.0,0.0
0.0,3.3091461658477783,0.6810269355773926,1.0,0.0
0.0,3.3670709133148193,0.5255600214004517,1.0,0.0
0.0,3.405088186264038,0.43101251125335693,1.0,0.0
0.0,3.550553321838379,0.14615696668624878,1.0,0.0
0.0,3.57232928276062,0.11616331338882446,1.0,0.0
0.0,3.611205577850342,0.07191300392150879,1.0,0.0
0.0,3.6501870155334473,0.0399937629699707,1.0,0.0
0.0,3.6939728260040283,0.019524216651916504,1.0,0.0
0.0,3.7531747817993164,0.018260955810546875,1.0,0.0
0.0,3.766983985900879,0.022348880767822266,1.0,0.0
0.0,3.8245151042938232,0.05699282884597778,1.0,0.0
0.0,3.8589394092559814,0.09099310636520386,1.0,0.0
0.0,4.00648307800293,0.3384307026863098,1.0,0.0
0.0,4.029993057250977,0.39110320806503296,1.0,0.0
0.0,4.049295902252197,0.43660563230514526,1.0,0.0
0.0,4.105069637298584,0.5780759453773499,1.0,0.0
0.0,4.186666488647461,0.805184006690979,1.0,0.0
0.0,4.219164848327637,0.8997722864151001,1.0,0.0
0.0,4.2660908699035645,1.0379925966262817,1.0,0.0
0.0,4.274760723114014,1.0635607242584229,1.0,0.0
0.0,4.374950885772705,1.3524870872497559,1.0,0.0
0.0,4.402101516723633,1.4267466068267822,1.0,0.0
0.0,4.5072855949401855,1.6854264736175537,1.0,0.0
0.0,4.680120944976807,1.9623701572418213,1.0,0.0
0.0,4.69539737701416,1.9758422374725342,1.0,0.0
0.0,4.804075241088867,2.014263868331909,1.0,0.0
0.0,4.841809272766113,2.003659725189209,1.0,0.0
0.0,4.890836238861084,1.9716289043426514,1.0,0.0
0.0,4.893553733825684,1.9692606925964355,1.0,0.0
0.0,4.952261924743652,1.9034078121185303,1.0,0.0
0.0,4.975644111633301,1.8696365356445312,1.0,0.0
0.0,4.983511447906494,1.8573508262634277,1.0,0.0
1.0,0.0,0.9569141864776611,1.0,0.0
1.0,0.023286044597625732,1.0605217218399048,1.0,0.0
1.0,0.06440013647079468,1.2400414943695068,1.0,0.0
1.0,0.10509312152862549,1.4084053039550781,1.0,0.0
1.0,0.12211203575134277,1.474729299545288,1.0,0.0
1.0,0.15717089176177979,1.6015632152557373,1.0,0.0
1.0,0.2602919936180115,1.8738012313842773,1.0,0.0
1.0,0.4060375690460205,1.928477168083191,1.0,0.0
1.0,0.43840140104293823,1.8843467235565186,1.0,0.0
1.0,0.5333289504051208,1.6489921808242798,1.0,0.0
1.0,0.5448737740516663,1.6109479665756226,1.0,0.0
1.0,0.5525270104408264,1.5847669839859009,1.0,0.0
1.0,0.5895766615867615,1.4482723474502563,1.0,0.0
1.0,0.645674467086792,1.2174735069274902,1.0,0.0
1.0,0.7119610905647278,0.925058901309967,1.0,0.0
1.0,0.7271674275398254,0.8574385046958923,1.0,0.0
1.0,0.8196926116943359,0.46694302558898926,1.0,0.0
1.0,0.8566299080848694,0.33069151639938354,1.0,0.0
1.0,0.865456759929657,0.300509512424469,1.0,0.0
1.0,0.8967632055282593,0.20195847749710083,1.0,0.0
1.0,0.9381866455078125,0.09439611434936523,1.0,0.0
1.0,0.970538854598999,0.03062993288040161,1.0,0.0
1.0,0.9733772277832031,0.02593684196472168,1.0,0.0
1.0,1.0617032051086426,-0.04288613796234131,1.0,0.0
1.0,1.0708171129226685,-0.041249752044677734,1.0,0.0
1.0,1.081141471862793,-0.0374065637588501,1.0,0.0
1.0,1.084253191947937,-0.0358349084854126,1.0,0.0
1.0,1.2058258056640625,0.16838765144348145,1.0,0.0
1.0,1.2073121070861816,0.17247939109802246,1.0,0.0
1.0,1.2202990055084229,0.20967549085617065,1.0,0.0
1.0,1.2232410907745361,0.2184544801712036,1.0,0.0
1.0,1.4196652173995972,1.0016453266143799,1.0,0.0
1.0,1.5488061904907227,1.5382516384124756,1.0,0.0
1.0,1.5582571029663086,1.5720019340515137,1.0,0.0
1.0,1.5671920776367188,1.6029072999954224,1.0,0.0
1.0,1.6009223461151123,1.7099546194076538,1.0,0.0
1.0,1.6675868034362793,1.8696033954620361,1.0,0.0
1.0,1.7262277603149414,1.944205641746521,1.0,0.0
1.0,1.8434232473373413,1.8918267488479614,1.0,0.0
1.0,1.9129860401153564,1.7389634847640991,1.0,0.0
1.0,1.9309988021850586,1.6864604949951172,1.0,0.0
1.0,2.107731342315674,0.9868112206459045,1.0,0.0
1.0,2.1682071685791016,0.7195415496826172,1.0,0.0
1.0,2.215363025665283,0.5220836400985718,1.0,0.0
1.0,2.251582145690918,0.3829890489578247,1.0,0.0
1.0,2.344632387161255,0.10165661573410034,1.0,0.0
1.0,2.350036144256592,0.08942443132400513,1.0,0.0
1.0,2.3996593952178955,0.0014227032661437988,1.0,0.0
1.0,2.407224416732788,-0.007980287075042725,1.0,0.0
1.0,2.466846466064453,-0.04308581352233887,1.0,0.0
1.0,2.473196506500244,-0.04268527030944824,1.0,0.0
1.0,2.4747657775878906,-0.042462825775146484,1.0,0.0
1.0,2.595010757446289,0.1157006025314331,1.0,0.0
1.0,2.610647201538086,0.15539807081222534,1.0,0.0
1.0,2.718679428100586,0.5234894752502441,1.0,0.0
1.0,2.7475152015686035,0.6425763964653015,1.0,0.0
1.0,2.7514986991882324,0.6594805717468262,1.0,0.0
1.0,2.859002113342285,1.1331645250320435,1.0,0.0
1.0,2.9323232173919678,1.4398404359817505,1.0,0.0
1.0,2.9498543739318848,1.506723165512085,1.0,0.0
1.0,3.0742833614349365,1.8641891479492188,1.0,0.0
1.0,3.0844762325286865,1.882352590560913,1.0,0.0
1.0,3.12136173248291,1.9318878650665283,1.0,0.0
1.0,3.129887819290161,1.9396309852600098,1.0,0.0
1.0,3.1348319053649902,1.9434714317321777,1.0,0.0
1.0,3.208395481109619,1.943537712097168,1.0,0.0
1.0,3.2919130325317383,1.816666603088379,1.0,0.0
1.0,3.3039517402648926,1.7880373001098633,1.0,0.0
1.0,3.3091461658477783,1.7749402523040771,1.0,0.0
1.0,3.3670709133148193,1.6009641885757446,1.0,0.0
1.0,3.405088186264038,1.4627280235290527,1.0,0.0
1.0,3.550553321838379,0.8391255736351013,1.0,0.0
1.0,3.57232928276062,0.7434439063072205,1.0,0.0
1.0,3.611205577850342,0.5781956911087036,1.0,0.0
1.0,3.6501870155334473,0.4238949418067932,1.0,0.0
1.0,3.6939728260040283,0.2699286937713623,1.0,0.0
1.0,3.7531747817993164,0.10417032241821289,1.0,0.0
1.0,3.766983985900879,0.07365506887435913,1.0,0.0
1.0,3.8245151042938232,-0.016387879848480225,1.0,0.0
1.0,3.8589394092559814,-0.04003345966339111,1.0,0.0
1.0,4.00648307800293,0.12017738819122314,1.0,0.0
1.0,4.029993057250977,0.18204694986343384,1.0,0.0
1.0,4.049295902252197,0.23923319578170776,1.0,0.0
1.0,4.105069637298584,0.4326382875442505,1.0,0.0
1.0,4.186666488647461,0.7698625922203064,1.0,0.0
1.0,4.219164848327637,0.9136233329772949,1.0,0.0
1.0,4.2660908699035645,1.1220159530639648,1.0,0.0
1.0,4.274760723114014,1.159997582435608,1.0,0.0
1.0,4.374950885772705,1.5629653930664062,1.0,0.0
1.0,4.402101516723633,1.6545599699020386,1.0,0.0
1.0,4.5072855949401855,1.903005599975586,1.0,0.0
1.0,4.680120944976807,1.8614368438720703,1.0,0.0
1.0,4.69539737701416,1.8303269147872925,1.0,0.0
1.0,4.804075241088867,1.5030561685562134,1.0,0.0
1.0,4.841809272766113,1.3551180362701416,1.0,0.0
1.0,4.890836238861084,1.1467818021774292,1.0,0.0
1.0,4.893553733825684,1.134874939918518,1.0,0.0
1.0,4.952261924743652,0.8742398619651794,1.0,0.0
1.0,4.975644111633301,0.7710099220275879,1.0,0.0
1.0,4.983511447906494,0.7366759777069092,1.0,0.0
2.0,0.0,1.2448606491088867,1.0,0.0
2.0,0.023286044597625732,1.335967779159546,1.0,0.0
2.0,0.06440013647079468,1.4945087432861328,1.0,0.0
2.0,0.10509312152862549,1.6450743675231934,1.0,0.0
2.0,0.12211203575134277,1.7052462100982666,1.0,0.0
2.0,0.15717089176177979,1.822463035583496,1.0,0.0
2.0,0.2602919936180115,2.0968704223632812,1.0,0.0
2.0,0.4060375690460205,2.244659900665283,1.0,0.0
2.0,0.43840140104293823,2.2340989112854004,1.0,0.0
2.0,0.5333289504051208,2.1132941246032715,1.0,0.0
2.0,0.5448737740516663,2.089987277984619,1.0,0.0
2.0,0.5525270104408264,2.073580741882324,1.0,0.0
2.0,0.5895766615867615,1.9839099645614624,1.0,0.0
2.0,0.645674467086792,1.8192594051361084,1.0,0.0
2.0,0.7119610905647278,1.5897881984710693,1.0,0.0
2.0,0.7271674275398254,1.5332878828048706,1.0,0.0
2.0,0.8196926116943359,1.1749919652938843,1.0,0.0
2.0,0.8566299080848694,1.0318608283996582,1.0,0.0
2.0,0.865456759929657,0.9982053637504578,1.0,0.0
2.0,0.8967632055282593,0.8814887404441833,1.0,0.0
2.0,0.9381866455078125,0.7357254028320312,1.0,0.0
2.0,0.970538854598999,0.6310060024261475,1.0,0.0
2.0,0.9733772277832031,0.6222653388977051,1.0,0.0
2.0,1.0617032051086426,0.39374226331710815,1.0,0.0
2.0,1.0708171129226685,0.3755430579185486,1.0,0.0
